"","Date","Time","Temperature","Humidity","CO_AQI","NO2_AQI","SO2_AQI"
"185","09/08/2018",04:45:25,"29.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"186","09/08/2018",04:45:30,"29.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"187","09/08/2018",04:45:35,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"188","09/08/2018",04:45:40,"29.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"189","09/08/2018",04:45:45,"29.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"190","09/08/2018",04:45:50,"29.00","72.00",41.0227272727273,0.367924528301887,275.829431438127
"191","09/08/2018",04:45:55,"29.00","72.00",41.0227272727273,0.367924528301887,274.505016722408
"192","09/08/2018",04:46:00,"30.00","72.00",38.8636363636364,0.367924528301887,273.180602006689
"193","09/08/2018",04:46:05,"30.00","72.00",41.0227272727273,0.367924528301887,274.173913043478
"194","09/08/2018",04:46:10,"29.00","72.00",38.8636363636364,0.367924528301887,273.180602006689
"195","09/08/2018",04:46:15,"29.00","72.00",38.8636363636364,0.367924528301887,271.19397993311
"196","09/08/2018",04:46:20,"30.00","72.00",38.8636363636364,0.367924528301887,273.842809364548
"197","09/08/2018",04:46:25,"29.00","72.00",38.8636363636364,0.367924528301887,273.180602006689
"198","09/08/2018",04:46:30,"29.00","72.00",38.8636363636364,0.367924528301887,273.180602006689
"199","09/08/2018",04:46:34,"30.00","72.00",38.8636363636364,0.367924528301887,274.505016722408
"200","09/08/2018",04:46:39,"29.00","72.00",38.8636363636364,0.367924528301887,272.849498327759
"201","09/08/2018",04:46:43,"30.00","72.00",38.8636363636364,0.367924528301887,274.505016722408
"202","09/08/2018",04:46:47,"30.00","72.00",38.8636363636364,0.367924528301887,273.180602006689
"203","09/08/2018",04:46:52,"30.00","72.00",38.8636363636364,0.367924528301887,272.849498327759
"204","09/08/2018",04:46:57,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"205","09/08/2018",04:47:02,"29.00","72.00",38.8636363636364,0.377358490566038,273.180602006689
"206","09/08/2018",04:47:07,"29.00","72.00",38.8636363636364,0.377358490566038,274.836120401338
"207","09/08/2018",04:47:12,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"208","09/08/2018",04:47:17,"30.00","72.00",38.8636363636364,0.377358490566038,270.200668896321
"209","09/08/2018",04:47:22,"29.00","72.00",38.8636363636364,0.377358490566038,273.180602006689
"210","09/08/2018",04:47:27,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"211","09/08/2018",04:47:32,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
